codigo,descricao_oficial,vertical_id,vertical,sub_vertical,sinonimos,tags,secao,divisao,grupo,classe
4623-1/07,Comércio atacadista de sisal,ATA,Atacado e Distribuição,Atacado — Matérias-primas Agrícolas e Animais Vivos,sisal,"Atacado, B2B",G,46,46.2,46.23-1
4623-1/08,Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada,ATA,Atacado e Distribuição,Atacado — Matérias-primas Agrícolas e Animais Vivos,matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada,"Atacado, B2B",G,46,46.2,46.23-1
4623-1/09,Comércio atacadista de alimentos para animais,ATA,Atacado e Distribuição,Atacado — Matérias-primas Agrícolas e Animais Vivos,alimentos para animais,"Atacado, B2B",G,46,46.2,46.23-1
4623-1/99,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,ATA,Atacado e Distribuição,Atacado — Matérias-primas Agrícolas e Animais Vivos,matérias-primas agrícolas,"Atacado, B2B",G,46,46.2,46.23-1
4631-1/00,Comércio atacadista de leite e laticínios,ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo",leite e laticínios,"Atacado, B2B",G,46,46.3,46.31-1
4632-0/01,Comércio atacadista de cereais e leguminosas beneficiados,ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo",cereais e leguminosas beneficiados,"Atacado, B2B",G,46,46.3,46.32-0
4632-0/02,"Comércio atacadista de farinhas, amidos e féculas",ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo","farinhas, amidos e féculas","Atacado, B2B",G,46,46.3,46.32-0
4632-0/03,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada",ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo","cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada","Atacado, B2B",G,46,46.3,46.32-0
4633-8/01,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo","frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos","Atacado, B2B",G,46,46.3,46.33-8
4633-8/02,Comércio atacadista de aves vivas e ovos,ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo",aves vivas e ovos,"Atacado, B2B",G,46,46.3,46.33-8
4633-8/03,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo",coelhos e outros pequenos animais vivos para alimentação,"Atacado, B2B",G,46,46.3,46.33-8
4634-6/01,Comércio atacadista de carnes bovinas e suínas e derivados,ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo",carnes bovinas e suínas e derivados,"Atacado, B2B",G,46,46.3,46.34-6
4634-6/02,Comércio atacadista de aves abatidas e derivados,ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo",aves abatidas e derivados,"Atacado, B2B",G,46,46.3,46.34-6
4634-6/03,Comércio atacadista de pescados e frutos do mar,ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo",pescados e frutos do mar,"Atacado, B2B",G,46,46.3,46.34-6
4634-6/99,Comércio atacadista de carnes e derivados de outros animais,ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo",carnes e derivados de outros animais,"Atacado, B2B",G,46,46.3,46.34-6
4635-4/01,Comércio atacadista de água mineral,ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo",água mineral,"Atacado, Bebida Alcoólica, B2B",G,46,46.3,46.35-4
4635-4/02,"Comércio atacadista de cerveja, chope e refrigerante",ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo","cerveja, chope e refrigerante","Atacado, Bebida Alcoólica, B2B",G,46,46.3,46.35-4
4635-4/03,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo",bebidas com atividade de fracionamento e acondicionamento associada,"Atacado, Bebida Alcoólica, B2B",G,46,46.3,46.35-4
4635-4/99,Comércio atacadista de bebidas não especificadas anteriormente,ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo",bebidas,"Atacado, Bebida Alcoólica, B2B",G,46,46.3,46.35-4
4636-2/01,Comércio atacadista de fumo beneficiado,ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo",fumo beneficiado,"Atacado, B2B",G,46,46.3,46.36-2
4636-2/02,"Comércio atacadista de cigarros, cigarrilhas e charutos",ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo","cigarros, cigarrilhas e charutos","Atacado, B2B",G,46,46.3,46.36-2
4637-1/01,"Comércio atacadista de café torrado, moído e solúvel",ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo","café torrado, moído e solúvel","Atacado, B2B",G,46,46.3,46.37-1
4637-1/02,Comércio atacadista de açúcar,ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo",açúcar,"Atacado, B2B",G,46,46.3,46.37-1
4637-1/03,Comércio atacadista de óleos e gorduras,ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo",óleos e gorduras,"Atacado, B2B",G,46,46.3,46.37-1
4637-1/04,"Comércio atacadista de pães, bolos, biscoitos e similares",ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo","pães, bolos, biscoitos e similares","Atacado, B2B",G,46,46.3,46.37-1
4637-1/05,Comércio atacadista de massas alimentícias,ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo",massas alimentícias,"Atacado, B2B",G,46,46.3,46.37-1
4637-1/06,Comércio atacadista de sorvetes,ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo",sorvetes,"Atacado, B2B",G,46,46.3,46.37-1
4637-1/07,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo","chocolates, confeitos, balas, bombons e semelhantes","Atacado, B2B",G,46,46.3,46.37-1
4637-1/99,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo",outros produtos alimentícios,"Atacado, B2B",G,46,46.3,46.37-1
4639-7/01,Comércio atacadista de produtos alimentícios em geral,ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo",produtos alimentícios em geral,"Atacado, B2B",G,46,46.3,46.39-7
4639-7/02,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",ATA,Atacado e Distribuição,"Atacado — Alimentos, Bebidas e Fumo","produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada","Atacado, B2B",G,46,46.3,46.39-7
4641-9/01,Comércio atacadista de tecidos,ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,tecidos,"Atacado, B2B",G,46,46.4,46.41-9
4641-9/02,"Comércio atacadista de artigos de cama, mesa e banho",ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,"artigos de cama, mesa e banho","Atacado, B2B",G,46,46.4,46.41-9
4641-9/03,Comércio atacadista de artigos de armarinho,ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,artigos de armarinho,"Atacado, B2B",G,46,46.4,46.41-9
4642-7/01,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,artigos do vestuário e acessórios,"Atacado, B2B",G,46,46.4,46.42-7
4642-7/02,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho,ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,roupas e acessórios para uso profissional e de segurança do trabalho,"Atacado, B2B",G,46,46.4,46.42-7
4643-5/01,Comércio atacadista de calçados,ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,calçados,"Atacado, B2B",G,46,46.4,46.43-5
4643-5/02,"Comércio atacadista de bolsas, malas e artigos de viagem",ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,"bolsas, malas e artigos de viagem","Atacado, B2B",G,46,46.4,46.43-5
4644-3/01,Comércio atacadista de medicamentos e drogas de uso humano,ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,medicamentos e drogas de uso humano,"Atacado, B2B",G,46,46.4,46.44-3
4644-3/02,Comércio atacadista de medicamentos e drogas de uso veterinário,ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,medicamentos e drogas de uso veterinário,"Atacado, B2B",G,46,46.4,46.44-3
4645-1/01,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,"instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios","Atacado, B2B",G,46,46.4,46.45-1
4645-1/02,Comércio atacadista de próteses e artigos de ortopedia,ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,próteses e artigos de ortopedia,"Atacado, B2B",G,46,46.4,46.45-1
4645-1/03,Comércio atacadista de produtos odontológicos,ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,produtos odontológicos,"Atacado, B2B",G,46,46.4,46.45-1
4646-0/01,Comércio atacadista de cosméticos e produtos de perfumaria,ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,cosméticos e produtos de perfumaria,"Atacado, B2B",G,46,46.4,46.46-0
4646-0/02,Comércio atacadista de produtos de higiene pessoal,ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,produtos de higiene pessoal,"Atacado, B2B",G,46,46.4,46.46-0
4647-8/01,Comércio atacadista de artigos de escritório e de papelaria,ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,artigos de escritório e de papelaria,"Atacado, B2B",G,46,46.4,46.47-8
4647-8/02,"Comércio atacadista de livros, jornais e outras publicações",ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,"livros, jornais e outras publicações","Atacado, B2B",G,46,46.4,46.47-8
4649-4/01,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico,ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,equipamentos elétricos de uso pessoal e doméstico,"Atacado, B2B",G,46,46.4,46.49-4
4649-4/02,Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico,ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,aparelhos eletrônicos de uso pessoal e doméstico,"Atacado, B2B",G,46,46.4,46.49-4
4649-4/03,"Comércio atacadista de bicicletas, triciclos e outros veículos recreativos",ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,"bicicletas, triciclos e outros veículos recreativos","Atacado, B2B",G,46,46.4,46.49-4
4649-4/04,Comércio atacadista de móveis e artigos de colchoaria,ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,móveis e artigos de colchoaria,"Atacado, B2B",G,46,46.4,46.49-4
4649-4/05,Comércio atacadista de artigos de tapeçaria; persianas e cortinas,ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,artigos de tapeçaria; persianas e cortinas,"Atacado, B2B",G,46,46.4,46.49-4
4649-4/06,"Comércio atacadista de lustres, luminárias e abajures",ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,"lustres, luminárias e abajures","Atacado, B2B",G,46,46.4,46.49-4
4649-4/07,"Comércio atacadista de filmes, CDs, DVDs, fitas e discos",ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,"filmes, cds, dvds, fitas e discos","Atacado, B2B",G,46,46.4,46.49-4
4649-4/08,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,"produtos de higiene, limpeza e conservação domiciliar","Atacado, B2B",G,46,46.4,46.49-4
4649-4/09,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada",ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,"produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada","Atacado, B2B",G,46,46.4,46.49-4
4649-4/10,"Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas",ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,"jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas","Atacado, B2B",G,46,46.4,46.49-4
4649-4/99,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,ATA,Atacado e Distribuição,Atacado — Bens de Consumo Doméstico,outros equipamentos e artigos de uso pessoal e doméstico,"Atacado, B2B",G,46,46.4,46.49-4
4651-6/01,Comércio atacadista de equipamentos de informática,ATA,Atacado e Distribuição,Atacado — TI e Equipamentos de Escritório,equipamentos de informática,"Atacado, B2B",G,46,46.5,46.51-6
4651-6/02,Comércio atacadista de suprimentos para informática,ATA,Atacado e Distribuição,Atacado — TI e Equipamentos de Escritório,suprimentos para informática,"Atacado, B2B",G,46,46.5,46.51-6
4652-4/00,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,ATA,Atacado e Distribuição,Atacado — TI e Equipamentos de Escritório,componentes eletrônicos e equipamentos de telefonia e comunicação,"Atacado, B2B",G,46,46.5,46.52-4
4661-3/00,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",ATA,Atacado e Distribuição,Atacado — Máquinas e Equipamentos Industriais,"máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças","Atacado, B2B",G,46,46.6,46.61-3
4662-1/00,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",ATA,Atacado e Distribuição,Atacado — Máquinas e Equipamentos Industriais,"máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças","Atacado, B2B",G,46,46.6,46.62-1
4663-0/00,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,ATA,Atacado e Distribuição,Atacado — Máquinas e Equipamentos Industriais,máquinas e equipamentos para uso industrial; partes e peças,"Atacado, B2B",G,46,46.6,46.63-0
4664-8/00,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",ATA,Atacado e Distribuição,Atacado — Máquinas e Equipamentos Industriais,"máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças","Atacado, B2B",G,46,46.6,46.64-8
4665-6/00,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,ATA,Atacado e Distribuição,Atacado — Máquinas e Equipamentos Industriais,máquinas e equipamentos para uso comercial; partes e peças,"Atacado, B2B",G,46,46.6,46.65-6
4669-9/01,Comércio atacadista de bombas e compressores; partes e peças,ATA,Atacado e Distribuição,Atacado — Máquinas e Equipamentos Industriais,bombas e compressores; partes e peças,"Atacado, B2B",G,46,46.6,46.69-9
4669-9/99,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,ATA,Atacado e Distribuição,Atacado — Máquinas e Equipamentos Industriais,outras máquinas e equipamentos,"Atacado, B2B",G,46,46.6,46.69-9
4671-1/00,Comércio atacadista de madeira e produtos derivados,ATA,Atacado e Distribuição,"Atacado — Materiais de Construção, Combustíveis",madeira e produtos derivados,"Atacado, B2B",G,46,46.7,46.71-1
4672-9/00,Comércio atacadista de ferragens e ferramentas,ATA,Atacado e Distribuição,"Atacado — Materiais de Construção, Combustíveis",ferragens e ferramentas,"Atacado, B2B",G,46,46.7,46.72-9
4673-7/00,Comércio atacadista de material elétrico,ATA,Atacado e Distribuição,"Atacado — Materiais de Construção, Combustíveis",material elétrico,"Atacado, B2B",G,46,46.7,46.73-7
4674-5/00,Comércio atacadista de cimento,ATA,Atacado e Distribuição,"Atacado — Materiais de Construção, Combustíveis",cimento,"Atacado, B2B",G,46,46.7,46.74-5
4679-6/01,"Comércio atacadista de tintas, vernizes e similares",ATA,Atacado e Distribuição,"Atacado — Materiais de Construção, Combustíveis","tintas, vernizes e similares","Atacado, B2B",G,46,46.7,46.79-6
4679-6/02,Comércio atacadista de mármores e granitos,ATA,Atacado e Distribuição,"Atacado — Materiais de Construção, Combustíveis",mármores e granitos,"Atacado, B2B",G,46,46.7,46.79-6
4679-6/03,"Comércio atacadista de vidros, espelhos e vitrais",ATA,Atacado e Distribuição,"Atacado — Materiais de Construção, Combustíveis","vidros, espelhos e vitrais","Atacado, B2B",G,46,46.7,46.79-6
4679-6/04,Comércio atacadista especializado de materiais de construção não especificados anteriormente,ATA,Atacado e Distribuição,"Atacado — Materiais de Construção, Combustíveis",comércio atacadista especializado de materiais de construção,"Atacado, B2B",G,46,46.7,46.79-6
4679-6/99,Comércio atacadista de materiais de construção em geral,ATA,Atacado e Distribuição,"Atacado — Materiais de Construção, Combustíveis",materiais de construção em geral,"Atacado, B2B",G,46,46.7,46.79-6
4681-8/01,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)",ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,"álcool carburante, biodiesel, gasolina e demais derivados de petróleo","Atacado, B2B",G,46,46.8,46.81-8
4681-8/02,Comércio atacadista de combustíveis realizado por transportador retalhista (TRR),ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,combustíveis realizado por transportador retalhista (trr),"Atacado, B2B",G,46,46.8,46.81-8
4681-8/03,"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante",ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,combustíveis de origem vegetal,"Atacado, B2B",G,46,46.8,46.81-8
4681-8/04,Comércio atacadista de combustíveis de origem mineral em bruto,ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,combustíveis de origem mineral em bruto,"Atacado, B2B",G,46,46.8,46.81-8
4681-8/05,Comércio atacadista de lubrificantes,ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,lubrificantes,"Atacado, B2B",G,46,46.8,46.81-8
4682-6/00,Comércio atacadista de gás liquefeito de petróleo (GLP),ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,gás liquefeito de petróleo (glp),"Atacado, B2B",G,46,46.8,46.82-6
4683-4/00,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,"defensivos agrícolas, adubos, fertilizantes e corretivos do solo","Atacado, B2B",G,46,46.8,46.83-4
4684-2/01,Comércio atacadista de resinas e elastômeros,ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,resinas e elastômeros,"Atacado, B2B",G,46,46.8,46.84-2
4684-2/02,Comércio atacadista de solventes,ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,solventes,"Atacado, B2B",G,46,46.8,46.84-2
4684-2/99,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,outros produtos químicos e petroquímicos,"Atacado, B2B",G,46,46.8,46.84-2
4685-1/00,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,produtos siderúrgicos e metalúrgicos,"Atacado, B2B",G,46,46.8,46.85-1
4686-9/01,Comércio atacadista de papel e papelão em bruto,ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,papel e papelão em bruto,"Atacado, B2B",G,46,46.8,46.86-9
4686-9/02,Comércio atacadista de embalagens,ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,embalagens,"Atacado, B2B",G,46,46.8,46.86-9
4687-7/01,Comércio atacadista de resíduos de papel e papelão,ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,resíduos de papel e papelão,"Atacado, B2B",G,46,46.8,46.87-7
4687-7/02,"Comércio atacadista de resíduos e sucatas não metálicos, exceto de papel e papelão",ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,resíduos e sucatas não metálicos,"Atacado, B2B",G,46,46.8,46.87-7
4687-7/03,Comércio atacadista de resíduos e sucatas metálicos,ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,resíduos e sucatas metálicos,"Atacado, B2B",G,46,46.8,46.87-7
4689-3/01,"Comércio atacadista de produtos da extração mineral, exceto combustíveis",ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,produtos da extração mineral,"Atacado, B2B",G,46,46.8,46.89-3
4689-3/02,Comércio atacadista de fios e fibras beneficiados,ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,fios e fibras beneficiados,"Atacado, B2B",G,46,46.8,46.89-3
4689-3/99,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,ATA,Atacado e Distribuição,Atacado — Especializado em Outros Produtos,outros produtos intermediários,"Atacado, B2B",G,46,46.8,46.89-3
4691-5/00,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",ATA,Atacado e Distribuição,Atacado — Mercadorias em Geral,"mercadorias em geral, com predominância de produtos alimentícios","Atacado, B2B",G,46,46.9,46.91-5
4692-3/00,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",ATA,Atacado e Distribuição,Atacado — Mercadorias em Geral,"mercadorias em geral, com predominância de insumos agropecuários","Atacado, B2B",G,46,46.9,46.92-3
4693-1/00,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",ATA,Atacado e Distribuição,Atacado — Mercadorias em Geral,"mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários","Atacado, B2B",G,46,46.9,46.93-1
4711-3/01,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",VAR,Varejo (geral),Hipermercados,"mercadorias em geral, com predominância de produtos alimentícios - hipermercados, hipermercado, atacarejo","Varejo, B2C",G,47,47.1,47.11-3
4711-3/02,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",VAR,Varejo (geral),Supermercados,"mercadorias em geral, com predominância de produtos alimentícios - supermercados, supermercado","Varejo, MEI Permitido, B2C",G,47,47.1,47.11-3
4712-1/00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",ALI,Alimentação e Bebidas,Mercearias e Mini-mercados,"mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns, mercearia, mercadinho, mini-mercado, empório, armazém","Varejo, MEI Permitido, B2C",G,47,47.1,47.12-1
4713-0/02,"Lojas de variedades, exceto lojas de departamentos ou magazines",VAR,Varejo (geral),"Hipermercados, Supermercados e Mercearias",lojas de variedades,"Varejo, B2C",G,47,47.1,47.13-0
4713-0/04,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)",VAR,Varejo (geral),"Hipermercados, Supermercados e Mercearias",lojas de departamentos ou magazines,"Varejo, B2C",G,47,47.1,47.13-0
4713-0/05,"Lojas francas (Duty Free) de aeroportos, portos e em fronteiras terrestres",VAR,Varejo (geral),"Hipermercados, Supermercados e Mercearias","lojas francas (duty free) de aeroportos, portos e em fronteiras terrestres","Varejo, B2C",G,47,47.1,47.13-0
4721-1/02,Padaria e confeitaria com predominância de revenda,ALI,Alimentação e Bebidas,"Padarias, Laticínios e Doces (varejo)","padaria e confeitaria com predominância de revenda, padaria de revenda, padaria sem produção própria","Varejo, MEI Permitido, B2C",G,47,47.2,47.21-1
4721-1/03,Comércio varejista de laticínios e frios,ALI,Alimentação e Bebidas,"Padarias, Laticínios e Doces (varejo)","laticínios e frios, loja de laticínios, queijaria, frios","Varejo, MEI Permitido, B2C",G,47,47.2,47.21-1
4721-1/04,"Comércio varejista de doces, balas, bombons e semelhantes",ALI,Alimentação e Bebidas,"Padarias, Laticínios e Doces (varejo)","doces, balas, bombons e semelhantes","Varejo, MEI Permitido, B2C",G,47,47.2,47.21-1
4722-9/01,Comércio varejista de carnes - açougues,ALI,Alimentação e Bebidas,Açougues e Peixarias,"carnes - açougues, açougue, talho, carnes","Varejo, MEI Permitido, B2C",G,47,47.2,47.22-9
4722-9/02,Peixaria,ALI,Alimentação e Bebidas,Açougues e Peixarias,"peixaria, peixaria, frutos do mar","Varejo, MEI Permitido, B2C",G,47,47.2,47.22-9
4723-7/00,Comércio varejista de bebidas,ALI,Alimentação e Bebidas,Bebidas (varejo especializado),"bebidas, adega, loja de bebidas, distribuidora de bebidas, loja de vinhos, loja de cervejas","Varejo, MEI Permitido, Bebida Alcoólica, B2C",G,47,47.2,47.23-7
4724-5/00,Comércio varejista de hortifrutigranjeiros,ALI,Alimentação e Bebidas,Hortifrutigranjeiros,"hortifrutigranjeiros, sacolão, hortifruti, quitanda, frutaria, varejão","Varejo, MEI Permitido, B2C",G,47,47.2,47.24-5
4729-6/01,Tabacaria,ALI,Alimentação e Bebidas,Outros Varejistas de Alimentos,"tabacaria, tabacaria, charutaria","Varejo, MEI Permitido, B2C",G,47,47.2,47.29-6
4729-6/02,Comércio varejista de mercadorias em lojas de conveniência,VAR,Varejo (geral),Lojas de Conveniência,"mercadorias em lojas de conveniência, loja de conveniência, conveniência 24h, conveniência de posto","Varejo, B2C",G,47,47.2,47.29-6
4729-6/99,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,ALI,Alimentação e Bebidas,Outros Varejistas de Alimentos,produtos alimentícios em geral ou especializado em produtos alimentícios,"Varejo, MEI Permitido, B2C",G,47,47.2,47.29-6
4731-8/00,Comércio varejista de combustíveis para veículos automotores,AUTO,Automotivo,Varejo de Combustíveis,combustíveis para veículos automotores,"Varejo, B2C",G,47,47.3,47.31-8
4732-6/00,Comércio varejista de lubrificantes,AUTO,Automotivo,Varejo de Combustíveis,lubrificantes,"Varejo, B2C",G,47,47.3,47.32-6
4741-5/00,Comércio varejista de tintas e materiais para pintura,CONST,Construção e Reforma,Varejo de Material de Construção,tintas e materiais para pintura,"Varejo, MEI Permitido, B2C",G,47,47.4,47.41-5
4742-3/00,Comércio varejista de material elétrico,CONST,Construção e Reforma,Varejo de Material de Construção,material elétrico,"Varejo, MEI Permitido, B2C",G,47,47.4,47.42-3
4743-1/00,Comércio varejista de vidros,CONST,Construção e Reforma,Varejo de Material de Construção,vidros,"Varejo, MEI Permitido, B2C",G,47,47.4,47.43-1
4744-0/01,Comércio varejista de ferragens e ferramentas,CONST,Construção e Reforma,Varejo de Material de Construção,ferragens e ferramentas,"Varejo, MEI Permitido, B2C",G,47,47.4,47.44-0
4744-0/02,Comércio varejista de madeira e artefatos,CONST,Construção e Reforma,Varejo de Material de Construção,madeira e artefatos,"Varejo, MEI Permitido, B2C",G,47,47.4,47.44-0
4744-0/03,Comércio varejista de materiais hidráulicos,CONST,Construção e Reforma,Varejo de Material de Construção,materiais hidráulicos,"Varejo, MEI Permitido, B2C",G,47,47.4,47.44-0
4744-0/04,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",CONST,Construção e Reforma,Varejo de Material de Construção,"cal, areia, pedra britada, tijolos e telhas","Varejo, MEI Permitido, B2C",G,47,47.4,47.44-0
4744-0/05,Comércio varejista de materiais de construção não especificados anteriormente,CONST,Construção e Reforma,Varejo de Material de Construção,materiais de construção,"Varejo, MEI Permitido, B2C",G,47,47.4,47.44-0
4744-0/06,Comércio varejista de pedras para revestimento,CONST,Construção e Reforma,Varejo de Material de Construção,pedras para revestimento,"Varejo, B2C",G,47,47.4,47.44-0
4744-0/99,Comércio varejista de materiais de construção em geral,CONST,Construção e Reforma,Varejo de Material de Construção,materiais de construção em geral,"Varejo, MEI Permitido, B2C",G,47,47.4,47.44-0
